sale_id,date_of_sale,item_name,category,quantity_sold,unit_price,payment_mode,customer_type,total_amount
871,2025-06-24,Coffee,Beverage,29,30,UPI,Student,870
872,2025-06-24,Tea,Beverage,8,25,Cash,Staff,200
873,2025-06-24,Sandwich,Snacks,22,50,Card,Student,1100
874,2025-06-24,Burger,Snacks,28,70,Cash,Staff,1960
875,2025-06-24,Juice,Beverage,27,40,UPI,Staff,1080
876,2025-06-25,Coffee,Beverage,21,30,UPI,Student,630
877,2025-06-25,Tea,Beverage,25,25,Card,Student,625
878,2025-06-25,Sandwich,Snacks,7,50,Cash,Student,350
879,2025-06-25,Burger,Snacks,12,70,UPI,Staff,840
880,2025-06-25,Juice,Beverage,20,40,Card,Student,800
881,2025-06-26,Coffee,Beverage,26,30,Card,Staff,780
882,2025-06-26,Tea,Beverage,7,25,Card,Staff,175
883,2025-06-26,Sandwich,Snacks,15,50,UPI,Student,750
884,2025-06-26,Burger,Snacks,21,70,Card,Student,1470
885,2025-06-26,Juice,Beverage,15,40,Cash,Staff,600
886,2025-06-27,Coffee,Beverage,29,30,Cash,Student,870
887,2025-06-27,Tea,Beverage,27,25,UPI,Staff,675
888,2025-06-27,Sandwich,Snacks,15,50,Card,Student,750
889,2025-06-27,Burger,Snacks,24,70,Card,Student,1680
890,2025-06-27,Juice,Beverage,23,40,Card,Student,920
891,2025-06-28,Coffee,Beverage,8,30,Cash,Staff,240
892,2025-06-28,Tea,Beverage,22,25,Cash,Staff,550
893,2025-06-28,Sandwich,Snacks,11,50,UPI,Student,550
894,2025-06-28,Burger,Snacks,13,70,Card,Staff,910
895,2025-06-28,Juice,Beverage,16,40,Cash,Student,640
896,2025-06-29,Coffee,Beverage,15,30,Cash,Staff,450
897,2025-06-29,Tea,Beverage,20,25,UPI,Staff,500
898,2025-06-29,Sandwich,Snacks,12,50,Card,Staff,600
899,2025-06-29,Burger,Snacks,20,70,UPI,Staff,1400
900,2025-06-29,Juice,Beverage,14,40,Cash,Student,560
901,2025-06-30,Coffee,Beverage,11,30,Card,Staff,330
902,2025-06-30,Tea,Beverage,27,25,UPI,Staff,675
903,2025-06-30,Sandwich,Snacks,10,50,UPI,Staff,500
904,2025-06-30,Burger,Snacks,9,70,UPI,Staff,630
905,2025-06-30,Juice,Beverage,20,40,Cash,Student,800
